cif_id,property
mp-1025028,4.28775
mvc-16087,6.047136
mp-1100989,3.685684
mp-1542758,5.732842
mp-1272804,5.793799
mp-37255,5.491652
mp-6248,7.155672
mp-608594,4.737278
mp-8700,4.967596
mp-1223278,3.423364
mp-1079829,4.659511
mp-1179339,5.868711
mp-1175373,2.991975
mp-558356,7.281936
mp-863678,6.843406
mp-1303680,5.790994
mp-1223346,7.423102
mp-1227863,6.185122
mp-772809,5.316859
mp-565234,7.683614
mp-1225663,4.375017
mp-756664,3.145461
mp-766384,6.419804
mp-607004,4.062372
mp-756776,5.388815
mp-1101221,5.252269
mp-1198780,4.947749
mp-552260,5.71095
mp-532085,5.149842
mp-1093727,11.069654
mp-1195529,9.144681
mp-3822,5.163186
mp-567451,6.498269
mp-1274975,4.66779
mp-531566,7.887319
mp-756020,7.016293
mp-31677,4.772563
mp-625151,6.41121
mp-1661989,4.972576
mp-1238861,3.446332
mp-557285,5.566769
mp-1211923,6.362722
mp-1192583,6.128155
mvc-586,5.236239
mp-863429,6.128818
mp-849606,5.09551
mp-619791,8.704042
mp-1520703,8.526317
mp-758593,7.606341
mp-977012,6.038531
mp-1224431,10.518507
mp-1247452,6.096094
mp-1245316,13.384684
mp-1076637,11.404446
mp-1182623,7.642668
mp-1040107,8.525069
mp-760365,6.391799
mp-1228326,5.518244
mp-541859,5.115906
mp-1306461,4.914409
mp-1641018,5.405676
mp-1199870,6.91222
mp-540548,7.775783
mp-776599,8.585971
mp-1193501,5.087621
mp-1226085,7.314233
mp-1290445,3.022305
mp-582540,5.402647
mp-1222360,3.910406
mp-1068827,4.175306
mp-755479,5.081466
mp-1203200,5.737366
mp-1100687,2.893486
mvc-6606,5.184261
mp-1075570,3.95204
mp-755247,5.049599
mp-1219321,6.441773
mp-753743,5.150412
mp-1200554,3.985611
mp-1096590,13.140636
mp-1075397,5.754803
mp-551131,4.994588
mvc-6915,6.010816
mp-1220333,6.407351
mp-763784,4.51252
mp-768409,5.365621
mp-676144,4.764092
mp-6855,7.18875
mp-722272,8.114633
mp-1100512,3.02123
mp-760979,5.497148
mp-1220492,4.923646
mp-1244731,5.515997
mp-31251,10.131574
mvc-9332,5.579539
mvc-11104,4.946906
mp-1209071,6.399392
mp-1303200,5.186952
mp-1077954,5.391732
mp-1212735,3.434158
mp-1100549,5.363532
mp-777482,5.050937
mp-582663,5.423026
mp-761203,6.10324
mp-763256,5.072096
mp-1039694,8.627943
mp-757247,5.551641
mp-1178000,8.383423
mp-603257,7.74572
mp-753827,5.993462
mp-1213199,8.719547
mp-973908,3.846923
mp-764348,5.104605
mp-556661,6.532349
mp-1571909,5.644467
mp-1220452,5.614752
mvc-10050,4.967282
mvc-2379,5.179267
mp-570728,7.680651
mp-13532,4.389074
mp-1213474,5.782656
mvc-15486,5.131902
mp-1194529,10.642538
mp-1213600,7.778423
mp-25976,4.946221
mp-1212748,4.808746
mp-774346,8.62727
mp-23621,7.299158
mp-560244,7.604635
mp-674953,7.352512
mp-1196744,8.571606
mp-1190577,6.337376
mp-759862,8.065844
mp-1193370,3.367873
mp-1522086,5.67962
mp-1197816,7.435439
mp-1227183,6.720307
mp-1174860,3.017975
mp-979261,2.809465
mp-1222577,5.079284
mp-1174867,3.034642
mp-607525,5.017766
mp-760180,8.229626
mp-1219313,6.878362
mp-1246347,6.565309
mp-1228739,5.293106
mp-1289936,5.484382
mp-1216175,3.789942
mp-1215966,5.867392
mp-7342,6.486694
mp-780123,5.759308
mp-684968,6.319146
mp-1213939,7.269441
mp-530245,7.388749
mp-756335,5.005007
mp-559745,7.4448
mp-676330,9.845053
mp-1080173,4.471637
mp-1221151,6.906943
mp-686718,12.323237
mvc-888,3.138466
mp-1174850,2.891652
mp-1208688,6.973787
mp-8048,5.053408
mp-1204871,7.082692
mp-581693,5.677626
mp-768541,9.041127
mp-28837,7.568152
mp-989195,3.57137
mp-3626,5.875991
mp-754343,3.074138
mp-23986,5.495857
mp-559795,7.209495
mp-707891,5.321113
mp-703393,6.352705
mp-1293112,5.166131
mp-11307,3.25519
mp-758432,6.466882
mp-758583,5.227594
mp-13979,5.548293
mp-1182822,5.124115
mp-646337,4.156012
mp-557863,7.286332
mp-1181551,3.785431
mp-569991,10.943869
mp-1228607,4.087027
mp-758960,5.11223
mp-771256,7.159424
mp-31746,8.19655
mp-1213903,5.356816
mp-1214529,5.512761
mp-862718,5.30979
mp-557918,6.389178
mp-1198837,6.547749
mp-1222102,4.482619
mp-1094086,5.62891
mp-754209,5.092629
mp-505246,6.619696
mp-767701,8.625698
mp-760165,5.621012
mp-1226276,7.21266
mp-775973,5.194417
mp-1037312,8.616829
mp-1197781,6.995872
mp-541044,3.567594
mp-752792,6.018854
mp-675545,7.645593
mp-569246,7.067363
mp-1174606,5.917058
mp-568621,8.655203
mp-1192770,7.21729
mp-30656,3.125658
mp-771317,4.232151
mp-758493,4.946965
mp-1311658,5.859249
mp-777643,4.999039
mp-1077263,3.41663
mp-777741,4.729272
mp-19976,3.952919
mp-759681,8.288162
mp-14999,8.031707
mp-766483,3.754588
mp-1195311,5.743275
mp-849411,9.754171
mp-768548,8.276721
mp-1100939,4.878708
mp-1176881,9.835243
mvc-5779,5.558677
mp-758094,9.435337
mp-850892,8.677494
mp-556985,4.92662
mp-1182066,9.81618
mp-13346,4.137078
mvc-3126,3.928417
mp-556276,6.43462
mp-767363,5.80883
mp-24108,12.400272
mp-758139,8.682092
mp-866481,9.199762
mp-1180812,6.434527
mp-756153,5.284708
mp-1200225,7.2535
mp-644418,6.187818
mp-531917,5.754356
mp-1279360,5.100453
mp-778844,5.218931
mp-40502,7.30453
mp-28391,6.85595
mp-1179513,7.380998
mp-1218724,5.676332
mp-1288479,5.453309
mp-1227233,3.550159
mp-1073304,3.743857
mp-1517730,4.215598
mp-770101,3.923545
mp-1217197,5.07314
mp-764043,5.810806
mp-1182792,11.149975
mp-626299,6.053472
mp-29352,3.904442
mp-29074,9.956482
mp-850875,5.774728
mp-1297798,5.200352
mp-1179984,9.136285
mp-1179966,11.421428
mp-23477,5.629016
mp-771985,6.365629
mp-1195119,7.25533
mp-1174203,5.90931
mp-561165,5.469955
mp-1172893,6.825858
mp-1279062,4.477454
mp-756308,6.001964
mp-1204414,7.520817
mp-756990,7.193522
mp-2204,8.266432
mp-1282740,5.452932
mp-757152,5.716428
mp-1218672,5.508182
mvc-12739,5.479967
mp-1200233,7.636363
mp-770286,5.014354
mp-569776,4.539549
mp-1216969,9.704458
mvc-5367,6.482482
mp-743771,10.938072
mp-1036839,8.594872
mp-754368,5.412649
mp-1199681,9.193129
mp-4344,5.091027
mp-17540,7.460074
mp-760969,9.739526
mp-764701,5.227112
mp-31259,6.114178
mp-1272386,3.367782
mp-1282714,5.871515
mp-771041,5.194823
mp-1213527,7.109989
mp-755928,5.343833
mp-28361,7.107631
mp-761259,8.491777
mp-1201323,7.536918
mp-774554,8.597545
mp-757037,7.110543
mp-540864,5.108863
mp-557484,7.624056
mp-1222672,6.798794
mp-1302251,5.993427
mp-676804,5.443774
mp-570644,12.421191
mp-1206248,2.850985
mp-645701,3.98913
mp-633538,4.312208
mp-774248,6.169152
mp-559012,5.387881
mp-686369,3.331292
mp-989576,5.58516
mp-622375,6.444419
mp-1277185,5.901547
mp-754619,5.2848
mp-1205445,6.585308
mp-1213315,3.48485
mp-1182770,7.721025
mp-1219756,7.236142
mp-1074538,4.361818
mvc-10708,3.281174
mp-32749,3.674284
mp-767276,7.853033
mp-1182923,5.146396
mp-998194,5.733714
mp-1221439,8.830232
mp-758273,5.752436
mp-1278185,2.940732
mp-703291,7.102474
mp-1199663,9.508567
mp-743863,5.560821
mp-559748,6.67054
mp-1232148,6.953675
mp-10752,3.506728
mp-561519,5.024695
mp-561022,7.641522
mp-1246444,3.244282
mp-17519,7.593375
mp-1197830,5.185029
mp-1301441,5.929394
mp-1222676,4.594395
mp-1234171,5.30482
mvc-15475,4.003727
mp-1272899,2.938817
mp-1273461,6.77699
mp-772530,4.979152
mp-1213306,5.141319
mp-1223763,3.780413
mp-685907,9.266824
mp-26416,5.067302
mp-1191917,5.456775
mp-1202310,13.321017
mp-774573,8.333832
mp-27583,7.306377
mp-1204488,5.686071
mp-764990,9.758654
mp-1076805,7.690442
mp-779755,5.940414
mp-851093,6.341189
mp-1178343,4.761088
mp-1224521,9.767736
mp-1543276,4.760999
mp-8539,4.394712
mp-560885,5.101694
mp-1247743,6.832563
mp-1093705,11.843618
mp-1192956,7.714396
mp-760351,4.457887
mp-754320,5.024292
mp-1078686,3.130389
mp-673655,7.020977
mp-1229160,10.367642
mp-1199276,7.735688
mp-540,4.927243
mp-759110,4.599803
mp-757833,5.076938
mp-761000,9.740456
mp-766210,5.053174
mp-1186413,4.298658
mp-1100970,6.427009
mvc-12553,3.175734
mp-560128,4.524028
mp-1097017,4.415275
mp-754865,4.774615
mp-1191281,6.175105
mp-571169,4.172064
mp-1120778,4.773996
mp-1276496,5.084831
mp-776410,7.465522
mp-771073,5.737938
mp-1201379,8.260493
mp-849286,12.840233
mp-1175612,2.942927
mp-1212123,10.069845
mp-695948,8.297602
mp-1175387,4.999589
mp-752836,5.759655
mp-755113,5.479205
mp-1220556,3.977489
mp-1284552,5.661063
mp-1177427,8.56257
mp-1179258,5.908429
mp-849482,4.729886
mp-1282537,5.734302
mp-1076207,10.914846
mp-1178212,5.368282
mp-28096,5.187914
mp-753754,5.125985
mp-634326,3.016721
mp-1202251,4.216279
mp-631537,3.65779
mp-1521817,8.43442
mp-3891,4.351658
mp-554280,6.958748
mp-863402,4.902292
mp-532666,5.638672
mp-1190556,5.001612
mp-1177394,5.822926
mp-556102,6.825303
mp-1210722,5.088778
mp-1221346,8.180887
mp-1211642,7.524173
mp-1247045,5.444539
mp-1229218,6.795428
mp-1097539,10.335318
mp-1223008,3.876051
mp-1099229,4.200101
mp-1192652,6.102273
mp-1186993,3.582486
mp-24816,6.044536
mp-1073484,3.602963
mp-680486,10.101455
mp-777862,7.561919
mp-21390,4.139409
mp-1087486,4.033142
mp-604583,7.235979
mp-1228063,5.028036
mp-1220943,8.455175
mp-1523281,5.327678
mp-634900,3.585978
mp-758301,5.535847
mp-1100558,5.080861
mp-1226360,3.731738
mp-1521621,5.960782
mp-1213842,7.379977
mp-674493,7.406134
mp-1094871,3.240434
mp-17870,7.48754
mp-769659,4.010997
mvc-4902,2.93392
mvc-15358,4.970212
mp-1029850,6.733051
mp-18005,5.303648
mp-764519,5.24192
mp-1223747,8.04165
mvc-7371,6.400147
mp-11383,4.838524
mp-1184427,5.159847
mp-709549,10.402493
mp-1173569,7.452051
mp-1203812,7.078685
mp-554420,6.749247
mp-765576,5.179312
mp-1304173,3.072117
mp-773170,5.93415
mp-1104196,6.070337
mp-757097,5.135999
mp-1226780,3.752516
mp-760313,4.968264
mp-648394,9.038197
mp-1214496,7.42149
mp-1182068,6.370937
mp-26535,5.012022
mp-717,4.169527
mp-630711,6.442788
mp-1238967,6.993579
mp-1220534,4.698802
mp-1100818,6.645173
mp-640312,11.17337
mp-867551,4.927484
mp-1111602,6.959219
mp-1183839,3.673993
mp-540518,6.437086
mp-756799,6.497335
mp-568080,4.036033
mp-677002,13.539428
mp-1216257,3.531573
mp-1204092,11.842008
mp-866660,7.22918
mp-768711,5.271024
mp-1239197,6.016823
mp-1213189,7.531383
mp-1200288,10.187584
mp-532289,7.586088
mp-1210502,6.804443
mp-1220956,5.595409
mp-1214596,6.032359
mp-1225434,8.290604
mp-761154,5.477357
mp-680679,3.922829
mp-23376,6.773282
mp-17217,9.842686
mp-1219063,5.285613
mp-27452,6.907935
mp-758138,7.052469
mp-1245323,10.219218
mp-555407,8.995973
mp-540862,5.284046
mvc-6340,6.457399
mp-1106254,3.961429
mp-560955,5.567641
mp-1093751,9.925082
mp-770820,5.160444
mp-1228198,5.658744
mp-22854,4.364793
mp-1100716,2.917568
mp-1176835,8.677756
mp-1217687,5.396554
mp-560899,6.141223
mp-1075651,5.910592
mp-1182497,8.90461
mp-1174864,2.933504
mp-20287,4.120679
mp-1225591,3.758316
mp-1191652,4.75796
mp-1182474,4.43197
mp-1039713,8.562012
mp-22114,4.224414
mp-756556,5.847116
mp-1521970,8.543976
mp-863371,9.760235
mp-1199472,7.429857
mvc-2939,3.99373
mp-31293,4.656882
mp-1190455,4.716526
mp-756838,5.892533
mp-1223712,6.348589
mp-676089,4.671363
mp-1244934,11.245876
mp-1518348,6.052495
mp-1072653,5.060137
mp-1113313,7.53614
mp-542200,6.933216
mp-676645,8.063848
mp-1201947,8.380762
mp-1245587,6.552828
mp-770872,6.078954
mp-1177485,4.757135
mp-1101692,5.039319
mp-31818,5.133524
mp-2865,5.935242
mp-1226893,6.052743
mp-504946,6.790347
mp-1180615,6.771835
mvc-14155,5.156405
mp-1075504,5.262863
mp-1213859,8.047723
mp-561255,5.702296
mp-1120827,5.3004
mp-569275,5.837861
mp-1519420,6.154634
mp-1100701,5.182664
mp-1218343,12.07199
mvc-10026,5.495417
mp-42583,8.986114
mp-556129,8.050731
mp-1216592,4.157682
mp-772209,9.525592
mp-1193752,4.803011
mp-755977,8.040299
mp-1227455,3.033954
mp-1195867,7.032526
mp-18995,5.728585
mp-1196257,7.116146
mp-1193512,7.262399
mp-1180693,5.562334
mp-555802,7.808259
mp-1209478,4.988088
mp-769481,7.424849
mp-1213406,6.784706
mp-1221444,6.744057
mp-568363,2.466742
mp-561110,8.438669
mp-1226275,4.131128
mp-1221071,8.764965
mp-1186872,7.260785
mp-1646657,5.629621
mp-1178282,4.639421
mp-1097510,9.876984
mp-1212700,6.431666
mp-1080106,6.103414
mp-504662,8.131
mp-697317,10.360345
mp-1104990,6.027315
mp-1215340,5.12492
mp-768426,9.454081
mp-755861,5.122604
mp-582134,7.070963
mp-850739,4.807343
mvc-8086,5.655108
mvc-9328,5.633098
mp-28037,6.71079
mp-764985,2.876421
mp-1221275,4.131216
mp-760344,5.083325
mp-849457,5.237372
mp-603606,7.836071
mp-1246999,3.598474
mp-22942,6.234794
mp-753638,5.260567
mp-867134,3.552942
mvc-3991,3.677223
mp-673704,5.542318
mp-1275773,2.877248
mp-1213333,9.98574
mp-744790,5.890691
mp-1567921,6.351152
mp-1205804,4.029091
mp-774224,9.267403
mp-1218371,4.333958
mp-1095154,4.314463
mp-677246,9.097251
mp-618964,7.304863
mp-1198353,8.055822
mp-561048,5.993784
mp-542148,8.543552
mp-761005,4.807044
mp-1105453,4.842692
mp-755339,5.077318
mp-1197751,5.894056
mp-1576123,5.216489
mp-849301,5.309482
mp-1193408,5.351943
mp-1222981,3.15172
mp-768041,4.779236
mp-759398,8.657611
mp-1221155,7.439555
mp-1174208,2.979911
mp-9938,5.20023
mp-1222732,5.854774
mp-761197,5.269167
mp-554964,6.983095
mp-762572,4.568626
mp-1211738,6.190755
mp-753301,5.16826
mp-1228578,7.864923
mp-647374,7.594545
mp-774498,2.986186
mp-707226,7.211656
mp-1223238,5.529763
mp-1196865,7.428316
mp-1247262,6.884122
mp-1232213,4.092812
mp-1189214,5.334847
mp-773502,5.281263
mp-1188383,6.121445
mp-1210880,6.952461
mp-780142,8.382228
mp-1661926,5.437538
mp-1105562,5.984394
mp-1176886,5.229278
mp-1223369,5.60191
mp-560901,9.254538
mp-1174771,5.028465
mp-1226372,8.331413
mp-1190515,5.237537
mp-556318,6.510104
mp-1174554,5.753453
mp-772547,6.816774
mp-1518140,5.868043
mp-1209323,8.638276
mp-1211713,5.288374
mp-1265780,3.488801
mp-550898,4.767932
mp-1266421,9.751998
mp-1174855,2.909733
mvc-5491,6.476297
mp-771072,5.851596
mp-31020,8.904889
mp-26120,5.147618
mp-30997,7.629003
mvc-678,5.022689
mp-675376,5.704417
mp-1204400,6.236919
mp-754081,4.082116
mp-1213456,6.450889
mp-1177495,5.99856
mp-1029947,3.39804
mp-778857,5.318129
mp-772925,5.288158
mp-760981,9.753084
mp-1100658,2.961264
mp-1018052,3.604926
mp-676320,6.294635
mp-1196150,7.438404
mp-504117,9.744266
mp-753412,5.058772
mvc-280,5.415612
mp-26421,6.461034
mp-984697,3.348845
mp-1196761,7.939357
mp-1178148,7.625918
mp-672695,5.913036
mp-10837,7.461858
mp-757047,7.005752
mvc-7384,6.903797
mp-684898,3.839476
mp-1027736,3.40155
mp-20444,4.389218
mp-775905,5.135021
mp-849985,4.652105
mvc-13180,7.107577
mp-867606,5.075512
mp-1213734,9.718899
mp-1181303,7.472041
mp-1215706,4.745246
mp-1211552,7.602617
mp-26756,10.286359
mp-1232442,2.967553
mp-34650,3.16333
mp-1303634,5.440531
mp-685105,4.995797
mp-1215944,4.226995
mp-1247631,5.607542
mp-1247244,4.907588
mp-571505,7.01402
mp-1175562,5.117764
mp-1195976,7.033188
mp-1205274,12.094193
mvc-8407,5.535959
mp-1220226,2.923982
mp-768952,5.431708
mp-770576,6.289169
mp-1245262,9.997551
mp-704981,6.956768
mp-1223597,5.323444
mp-1093983,10.059436
mp-1103194,4.014095
mp-768107,8.129686
mp-753454,5.194949
mp-1212121,5.805783
mp-662720,10.605753
mp-1207891,10.63773
mp-674842,3.599585
mp-1075589,5.269239
mp-559627,6.867882
mp-722867,7.1948
mp-1246857,6.648896
mp-1099323,4.979266
mp-756307,5.977889
mp-684923,14.408189
mp-756746,7.005518
mp-607841,6.404439
mp-769584,5.253293
mp-1225684,3.333004
mp-1099317,4.779102
mvc-9889,5.428625
mp-1192628,6.2753
mp-1644766,6.921767
mp-1277718,5.101989
mp-979919,3.724236
mp-775976,3.125229
mp-1215517,4.975179
mp-1180331,4.7958
mp-1201375,6.878378
mp-1006616,7.073051
mp-1102363,5.45201
mp-580931,5.042276
mp-865230,4.610652
mp-1180160,5.663545
mp-1521350,5.483726
mp-776323,5.601248
mp-758018,5.079137
mp-626500,4.99653
mp-662796,7.726642
mp-674972,11.405786
mp-1237332,5.710736
mp-561149,3.704758
mp-1178584,11.825527
mp-1200192,3.686984
mp-683938,9.260014
mp-627023,7.044701
mp-1181699,5.161636
mp-696529,5.750246
mp-580226,3.766321
mp-772715,5.885578
mp-1210567,5.178249
mp-1265273,8.264293
mp-559927,6.297705
mp-774300,5.644438
mp-754086,5.596657
mp-1178206,6.397085
mp-1102877,5.103656
mp-1180243,4.292116
mp-4854,4.325802
mp-1224824,8.942309
mp-1201367,7.464161
mp-655003,7.74143
mp-561642,5.696854
mp-1222220,6.808775
mp-1204375,5.483894
mp-1073181,4.668935
mp-771093,5.99049
mvc-9284,5.426576
mp-30923,5.030217
mp-765706,5.861389
mp-1251503,5.479818
mvc-7860,5.538771
mp-754720,2.825396
mp-1095979,11.291652
mp-1182572,6.84436
mp-754563,5.824568
mp-551451,5.430644
mp-1239135,5.725678
mp-9230,6.305759
mp-1202018,4.494042
mp-779876,9.773124
mp-1174322,3.004305
mp-1228948,5.050616
mp-1281591,3.876156
mp-1205009,9.304906
mp-766680,6.090738
mp-1208559,3.744647
mp-1255039,9.174522
mp-21634,7.091187
mp-849566,8.275428
mp-557580,6.547666
mp-755015,6.443218
mp-1246874,5.24761
mp-1214918,11.70398
mvc-7545,7.278749
mp-1003765,5.472344
mp-1219310,4.128419
mp-1224837,5.839464
mvc-133,3.327407
mp-759876,4.467094
mp-28771,6.551854
mp-755469,4.793784
mp-684965,5.250851
mp-1208660,6.086664
mvc-5787,2.926283
mp-774362,3.184913
mp-1211834,5.204896
mp-532016,10.449521
mp-772605,5.437867
mp-1245818,5.179196
mp-1203960,6.708283
mp-705558,8.584767
mp-1316890,6.081559
mp-850393,4.638986
mp-1074265,3.914343
mp-574169,3.933624
mp-866712,7.58713
mp-752846,5.784977
mp-774512,7.632439
mp-1244947,9.900321
mp-765501,4.988728
mp-765595,8.786375
mp-760322,9.791319
mp-752748,4.890292
mp-690946,5.645819
mp-1194067,5.758882
mp-29090,10.196998
mp-628583,3.607171
mp-1194773,7.445262
mp-1211219,9.00193
mp-1211141,9.563422
mp-1641247,6.816283
mp-1093720,9.657634
mp-755791,4.621239
mp-1247434,5.824036
mp-1100632,2.894348
mp-1100767,4.925024
mp-27314,5.433116
mp-19357,5.524097
mp-1177180,9.771368
mp-758010,7.851454
mp-1264011,5.29758
mp-675681,9.358102
mp-24729,9.745159
mp-1227856,5.477982
mp-1204609,6.751314
mp-684626,8.184895
mp-1182299,6.078318
mp-1262201,5.95065
mp-770394,6.68731
mp-1099113,6.10086
mp-1218628,7.075983
mp-1218002,5.714668
mp-1643890,5.056397
mp-1247633,7.636319
mp-1210074,5.140049
mp-1095012,5.67553
mp-569207,8.11284
mp-1203348,6.098984
mp-1217706,3.546022
mp-1190117,5.351681
mp-556861,7.1321
mp-1219255,6.471046
mp-1096716,12.898224
mp-605839,2.852456
mp-1188281,7.164918
mp-1662144,5.814337
mp-1198289,9.357955
mp-1304043,2.885649
mp-1177768,5.175755
mp-541735,8.106498
mp-1210500,7.781852
mp-554190,11.633077
mp-1174631,5.13544
mp-1101538,9.017551
mp-21071,3.92453
mp-758525,4.806047
mp-1185565,15.62147
mp-662714,4.004766
mp-779457,5.46876
mp-1077889,2.76553
mp-768752,6.480901
mp-738637,13.570693
mp-1246648,5.584827
mp-779125,8.769796
mp-755981,5.761277
mp-1199379,9.922057
mp-1174738,3.021437
mp-1211154,5.689929
mp-12199,6.528863
mp-1099672,11.015774
mp-1006324,3.983193
mvc-2821,3.867134
mp-1175667,5.209882
mp-1217348,5.478079
mp-759186,5.265546
mp-17395,6.306156
mp-705448,9.936122
mp-1074408,4.748022
mp-765986,5.139695
mp-1176341,8.468642
mp-1176839,5.213717
mp-780106,8.515496
mp-1191216,7.552354
mp-1213496,9.720366
mp-703480,6.549065
mp-753438,5.162602
mp-1226273,2.911726
mp-1179560,6.446153
mp-1176902,9.762796
mp-1202196,7.288432
mp-765009,9.741944
mp-1209520,6.99183
mp-775261,3.165111
mp-1216980,7.410869
mp-551437,5.906468
mp-1239120,6.061489
mp-754878,4.591642
mp-1220175,3.743704
mp-779026,8.375514
mvc-12278,8.869493
mp-772227,9.798475
mp-19066,3.858494
mp-1197210,8.087672
mp-1174540,2.880705
mp-1210284,3.822542
mp-1204554,6.506496
mp-559088,8.582554
mp-1103578,4.324356
mp-780735,5.872157
mp-764798,5.2645
mp-1246981,5.028387
mp-561474,9.86443
mp-1218158,5.516658
