,cif_id,property
390,mp-14092,63275.715293098474
391,mp-1002164,21758.808514667995
392,mp-1087,15769.572731278042
393,mp-11520,23540.654056613697
394,mp-27421,68623.77349144469
395,mp-29585,53629.28171449861
396,mp-4360,82417.29669770764
397,mp-8377,112331.67423794145
398,mp-12903,61293.602955884126
399,mp-2542,50309.75229910441
400,mp-6983,102474.23836911184
401,mp-13983,72055.04538781177
402,mp-7988,23186.06695099702
403,mp-8278,40772.91060447313
404,mp-8402,42288.32800683001
405,mp-1009009,13699.320462546551
406,mp-1249,54203.0613163349
407,mp-27294,54372.548836213544
408,mp-13907,69802.4723602544
409,mp-1479,23426.97275744263
410,mp-22304,54443.5393896032
411,mp-28872,46697.16333193804
412,mp-7896,33609.99216165231
413,mp-1106,93095.44313577603
414,mp-14037,84440.98383181136
415,mp-21510,92589.52458166057
416,mp-33526,63128.8176606764
417,mp-36582,37208.21553074562
418,mp-5012,131865.32692297685
419,mp-5348,128879.32318515598
420,mp-9631,79196.28440952921
421,mp-989570,72180.31373760678
422,mp-1778,25246.844082731302
423,mp-27608,141225.85699310628
424,mp-3349,109405.61213403662
425,mp-568052,77155.52044625205
426,mp-8579,39027.822408974534
427,mp-975115,120793.56502844136
428,mp-1541,18729.20952452727
429,mp-29342,55651.31607870282
430,mp-3595,66258.6213249213
431,mp-4820,131892.06937356383
432,mp-552537,51081.06002859661
433,mp-7569,73998.96570066707
434,mp-7575,28600.802226777432
435,mp-13984,71645.51822978695
436,mp-2552,79376.17648636475
437,mp-37091,55428.850450863705
438,mp-4495,47700.0870803449
439,mp-5427,126674.87885825493
440,mp-1039,31743.170748045923
441,mp-27691,66691.26502447586
442,mp-27829,70277.73430218089
443,mp-29163,95194.68144876722
444,mp-551873,55556.25656254206
445,mp-5928,60335.069819470875
446,mp-7631,147380.6107776388
447,mp-8426,22935.32205201811
448,mp-8724,106082.87094062142
449,mp-9158,38526.492608979745
450,mp-9657,102557.44990108168
451,mp-10969,49716.58529581878
452,mp-4236,103430.0194522366
453,mp-568536,68030.169468014
454,mp-989522,82143.71686708658
455,mp-12491,91313.75358317414
456,mp-5238,66518.08052597607
457,mp-754363,60926.035609983206
458,mp-12016,100182.15656360943
459,mp-552234,84695.28119921449
460,mp-755586,67413.49518548379
461,mp-5175,35144.30582641685
462,mp-550685,91662.3308875974
463,mp-7903,75577.53081299347
464,mp-8299,54225.622117644874
465,mp-9855,96999.45376235228
466,mp-14333,124715.0033828695
467,mp-22975,69249.02473578573
468,mp-4482,95407.10705829701
469,mp-8818,44864.182285555915
470,mp-989513,100488.41513429681
471,mp-27385,93488.20618440537
472,mp-676861,62187.567979419684
473,mp-9755,121366.4218927539
474,mp-989579,74793.33708263638
475,mp-14983,82017.27405349862
476,mp-23070,46867.34412786683
477,mp-697038,134457.796274756
478,mp-989547,72157.26010355777
479,mp-10695,16539.36685905355
480,mp-21511,94329.95071691019
481,mp-23485,53128.428177686685
482,mp-31149,40802.670518851664
483,mp-760375,70066.03561993522
484,mp-16763,30634.719883068436
485,mp-31468,110851.44040210005
486,mp-568018,45720.93681539781
487,mp-675230,63258.204135811924
488,mp-1253,15251.632835974719
489,mp-13190,77945.5948796447
490,mp-20256,93754.46457464086
491,mp-23127,87270.64718430897
492,mp-29678,31064.77812292782
493,mp-555286,133690.31907442695
494,mp-27243,53856.80250191257
495,mp-549589,65528.18596894726
496,mp-552806,84363.0205648704
497,mp-6058,80047.51814013506
498,mp-754329,92162.06865854951
499,mp-7909,55596.412581076234
500,mp-924128,23730.357339632446
501,mp-9562,52708.40108704855
502,mp-998433,75955.93498355537
503,mp-1009087,72471.23676802203
504,mp-15788,32456.874636253804
505,mp-23484,78163.71720614457
506,mp-760400,95177.39826518724
507,mp-7940,63651.677909026715
508,mp-996983,73455.65862055401
509,mp-996997,75642.77865404195
510,mp-12442,71577.02618804066
511,mp-23513,70734.55966224238
512,mp-239,65547.06965893108
513,mp-5621,66532.2569110733
514,mp-10378,28744.933029253556
515,mp-11739,30486.081590892914
516,mp-20832,53853.26234129767
517,mp-22913,15437.941587336925
518,mp-553374,93189.60080090494
519,mp-12385,89617.00749076398
520,mp-14175,113415.11054717076
521,mp-16577,106758.62769762713
522,mp-3288,129910.69521562685
523,mp-7297,76062.57822722165
524,mp-754517,68708.55013356877
525,mp-10086,49822.27837515007
526,mp-14652,79258.99347162493
527,mp-35152,116014.77102849164
528,mp-5878,41212.11179293582
529,mp-961646,24026.372931442194
530,mp-989407,100892.79023021141
531,mp-2741,25357.50027766675
532,mp-28377,37814.94679684244
533,mp-3654,39829.10596398111
534,mp-7446,80047.70519110955
535,mp-8697,118630.12801942081
536,mp-22906,15077.92720501081
537,mp-23949,57399.164035055874
538,mp-30373,15064.171281678886
539,mp-961693,23349.74616402178
540,mp-13946,75879.29923523808
541,mp-23040,31663.440908707962
542,mp-2600,15127.796530940395
543,mp-755293,52620.0356755338
544,mp-989538,65917.29158667977
545,mp-9126,87366.38610127289
546,mp-989536,73194.13112536333
547,mp-6870,107741.89984781969
548,mp-989605,73894.19577586578
549,mp-3839,62287.97235017064
550,mp-684969,82943.05164353858
551,mp-15684,61812.54763692105
552,mp-19717,15123.890251652172
553,mp-571386,14247.214376358312
554,mp-6088,66656.03754645844
555,mp-677335,69486.21329790603
556,mp-24084,19592.644093235696
557,mp-3277,72102.6100595544
558,mp-7921,73574.27506692552
559,mp-20351,16463.54892590901
560,mp-632319,18190.718835038264
561,mp-6984,80002.09780488255
562,mp-7770,38937.29139662546
563,mp-8177,24206.012313534775
564,mp-8873,81197.09076193896
565,mp-9125,87956.39355904583
566,mp-13097,46693.94930919243
567,mp-23036,66341.17163114889
568,mp-7467,74283.43961701596
569,mp-8446,62970.19619495968
570,mp-8881,33644.953810708066
571,mp-1008223,15701.813236662449
572,mp-10481,90837.53932396519
573,mp-989571,77606.92870210747
574,mp-20015,90259.0537575218
575,mp-14038,85020.16405664769
576,mp-16236,45889.475906526684
577,mp-24007,120258.06901867769
578,mp-569442,95289.1118434255
579,mp-5860,42098.825857842414
580,mp-8622,38539.58013179499
581,mp-1569,37650.813598814544
582,mp-8256,72291.83492243211
583,mp-3614,46153.74045999859
584,mp-4524,67831.16998567604
585,mp-602,47440.170401791744
586,mp-540957,68056.89262360352
587,mp-961675,25172.865858459947
588,mp-13900,87996.96696199117
589,mp-504729,78154.71980039257
590,mp-6989,93514.5260679666
591,mp-9812,125652.67262008604
592,mp-22922,15325.204353857705
593,mp-556953,86166.00460189545
594,mp-6920,60164.8715460904
595,mp-7642,61397.207650416894
596,mp-9384,47729.75660022507
597,mp-31451,23740.321062215444
598,mp-3772,55089.2922481404
599,mp-551203,79494.43140645203
600,mp-684580,15199.134464436713
601,mp-865427,76221.90588091552
602,mp-998599,76775.02393087403
603,mp-13133,110030.02648590227
604,mp-22865,15181.352617327027
605,mp-961698,25400.47232623529
606,mp-1009084,68598.04550716218
607,mp-10182,25674.916355338213
608,mp-13099,18282.4704877239
609,mp-13275,70907.16242070422
610,mp-13445,76969.18024670718
611,mp-4497,126118.10287038404
612,mp-505634,75639.69056331944
613,mp-6867,78238.99193069935
614,mp-9259,122923.65261934782
615,mp-989583,76893.12180419131
616,mp-21166,91884.45619599594
617,mp-22909,48089.389163895976
618,mp-6408,66292.7732706528
619,mp-9205,91350.85760334111
620,mp-1020019,137419.99029713785
621,mp-12908,31138.553249835546
622,mp-13926,79493.49458614933
623,mp-15794,31389.29098469307
624,mp-23432,47327.08520187749
625,mp-7077,47484.458993541295
626,mp-13276,50058.17862825137
627,mp-13610,68337.46304925869
628,mp-29506,67579.4161785557
629,mp-7128,91973.77110915087
630,mp-7219,93489.77994075384
631,mp-14091,64524.27163775281
632,mp-22450,106388.27823391085
633,mp-7547,46018.94091550267
634,mp-7955,67637.23878301706
635,mp-1639,32037.584073189973
636,mp-1960,30574.224147872275
637,mp-540703,91299.86190845253
638,mp-8615,141004.98107303795
639,mp-1018096,31462.025668196657
640,mp-28626,101836.126912181
641,mp-29149,56359.28054660012
642,mp-29209,38759.56421303823
643,mp-3074,100625.80774635135
644,mp-5342,65586.52246080193
645,mp-7566,134325.69593719635
646,mp-8405,49292.65276949118
647,mp-31235,68606.54080541109
648,mp-753098,35533.15608723926
649,mp-976280,32764.510920122284
650,mp-23260,90695.24714610884
651,mp-23862,58409.04129921353
652,mp-28270,96263.61841022619
653,mp-28599,56064.301057420795
654,mp-4175,66505.08744735176
655,mp-4533,123363.66219865922
656,mp-6270,93094.38954883494
657,mp-861979,87508.31451933675
658,mp-24423,61974.47954767798
659,mp-30251,71659.13251847301
660,mp-5795,46373.972021051326
661,mp-626785,93867.369419496
662,mp-6949,69369.50656584781
663,mp-9273,61041.96670102643
664,mp-1009750,19441.465436467934
665,mp-21276,15456.261429086748
666,mp-28237,62809.017785389806
667,mp-35777,54226.66091602239
668,mp-545500,85645.84971757847
669,mp-768368,54171.12078624867
670,mp-7931,95805.16088422292
671,mp-867699,77964.81198595453
672,mp-1009540,19963.586162608815
673,mp-1070,30999.108989383192
674,mp-27419,70064.71539715627
675,mp-28020,99449.32271070725
676,mp-8200,101878.5920872055
677,mp-8922,87516.17407863066
678,mp-2251,39771.60964389543
679,mp-22901,15115.134351975648
680,mp-22919,15093.195037776057
681,mp-30847,23840.00106756996
682,mp-675104,78276.10688620043
683,mp-9274,60788.23865240218
684,mp-15951,98341.67522670918
685,mp-11715,120627.55314915479
686,mp-23251,15217.795355391963
687,mp-27227,103497.6202791355
688,mp-6560,99692.1521638258
689,mp-7863,58799.48077140551
690,mp-971,23735.23693362371
691,mp-1330,21775.69994564994
692,mp-998552,44728.906932513055
693,mp-8753,54405.62795667994
694,mp-12894,44159.13937725684
695,mp-27831,70644.57051487852
696,mp-553961,116933.3190487448
697,mp-7618,68322.09504744333
698,mp-867203,77078.94611471258
699,mp-1591,75331.13166102023
700,mp-861937,30304.695937150453
701,mp-961706,25086.745909297813
702,mp-2319,53565.62603957455
703,mp-28994,66880.65565996306
704,mp-4342,45810.38216306291
705,mp-4979,68814.53297122272
706,mp-568619,122802.24760776879
707,mp-9008,45618.53259267102
708,mp-15557,74671.09198196497
709,mp-22935,46315.228322269635
710,mp-23017,86368.4490663121
711,mp-549697,88753.07970172881
712,mp-5594,120831.1433015087
713,mp-8335,60855.238635161324
714,mp-6798,91500.14915103883
715,mp-9583,57089.937637827425
716,mp-29091,74832.28121649282
717,mp-6494,130645.32028928063
718,mp-989642,130687.11119123854
719,mp-10246,80765.29885616589
720,mp-3054,149201.23570277222
721,mp-5077,32732.130776403534
722,mp-1009733,23834.817231081335
723,mp-30460,23325.570586109025
724,mp-1008559,46778.391067710596
725,mp-12885,119708.7465974421
726,mp-7928,40031.95249857087
727,mp-9872,57815.92850615691
728,mp-12427,92610.57017992417
729,mp-4187,108474.87054786773
730,mp-8145,35173.30130238694
731,mp-27456,91204.11281259211
732,mp-561586,31242.518108481323
733,mp-648,23775.69648535334
734,mp-9573,52774.57448787259
735,mp-9687,62413.98522937743
736,mp-989539,123657.60885600086
737,mp-23818,61277.54242421914
738,mp-6660,129323.04777450206
739,mp-754118,91585.46576878068
740,mp-1342,15876.128120700301
741,mp-20072,35615.0464694767
742,mp-9846,46054.4912862043
743,mp-23167,15157.898420763036
744,mp-7469,105873.43023424623
745,mp-2530,24878.843683859868
746,mp-31454,23817.950995111445
747,mp-3980,72798.51348264274
748,mp-551456,50507.48631719605
749,mp-7482,32534.003167024646
750,mp-856,58510.49986472568
751,mp-561827,67998.741930849
752,mp-561902,93266.68027713342
753,mp-989545,68902.83537742967
754,mp-569639,15151.454501877311
755,mp-5962,47688.983138118456
756,mp-7848,73078.16681400065
757,mp-8621,38732.92356754068
758,mp-10918,49593.7529297541
759,mp-22888,46337.43751624204
760,mp-643101,145575.40682961608
761,mp-7670,76962.77145668532
762,mp-8192,78198.21227493789
763,mp-9720,103890.02526027651
764,mp-989531,82946.4308341949
765,mp-989565,74405.54619403048
766,mp-989638,103313.6657778016
767,mp-10281,66140.49950943342
768,mp-14115,37665.63978593257
769,mp-34169,54670.15166196791
770,mp-3432,24050.928891937405
771,mp-384,87713.3500500025
772,mp-6929,105186.84068383096
773,mp-1008680,24187.538472918222
774,mp-1009085,77704.05349821171
775,mp-5213,65653.9007919253
776,mp-8175,33429.61173333035
777,mp-989535,120225.14779280388
778,mp-22894,30399.224211603698
779,mp-5652,118438.74986447406
780,mp-5782,67922.88333477397
781,mp-7232,41365.00291207345
782,mp-3359,61133.76414629822
783,mp-370,15502.408822889303
784,mp-643260,100136.21249789193
785,mp-864954,83862.21943889587
786,mp-8874,86317.82392066263
787,mp-3070,136609.12588435042
788,mp-8255,72186.74646911418
789,mp-23303,15107.302293850702
790,mp-24292,138441.2531890884
791,mp-540584,42968.49005006169
792,mp-23259,15824.66846453066
793,mp-27253,96128.71073772105
794,mp-4690,113076.56674853111
795,mp-567558,61308.392491178034
796,mp-4009,64156.38059958359
797,mp-551269,88960.01363567339
798,mp-743,98965.19802679728
799,mp-1105,26681.698820478152
800,mp-22898,15151.430122895501
801,mp-27369,76523.32836666743
802,mp-29208,39041.899838332276
803,mp-5488,71783.86274048254
804,mp-9672,80945.70516990083
805,mp-989575,124640.16401888177
806,mp-11714,98250.90180283533
807,mp-1315,16494.05280498608
808,mp-2697,25578.091472264172
809,mp-4002,79831.83647954246
810,mp-697030,144345.8518165456
811,mp-10550,45216.5471770176
812,mp-11695,72706.59997516424
813,mp-14398,118834.40371155576
814,mp-7907,57197.59040673378
815,mp-1153,26542.591653432817
816,mp-8857,76995.54502494719
817,mp-5038,64531.41034724412
818,mp-973185,36689.813147470944
819,mp-1009082,63887.82909172212
820,mp-21855,64295.2330535111
821,mp-2400,64098.1047532017
822,mp-510273,69637.96794316487
823,mp-989405,76359.71908521559
824,mp-7437,48063.152274041495
825,mp-7922,72160.48767034343
826,mp-8062,24564.01515402165
827,mp-866132,29393.790416623902
828,mp-9839,87923.15572230717
829,mp-1009819,15036.850629068838
830,mp-27904,102103.67456117246
831,mp-29025,72360.38771330327
832,mp-549737,121717.21598005133
833,mp-571093,42985.292978471116
834,mp-8280,39628.58354962828
835,mp-8300,50673.62909680967
836,mp-23033,32211.782809101955
837,mp-774907,41621.29434648977
838,mp-10289,129604.02487204022
839,mp-2784,23130.862221679738
840,mp-28069,54955.019104925086
841,mp-8017,63712.36387108845
842,mp-8452,50582.38382625227
843,mp-9127,86803.24623065938
844,mp-23737,63699.11595277336
845,mp-581024,30315.776716631422
846,mp-13925,81376.63748972188
847,mp-23137,85566.72798490016
848,mp-6204,82631.66025539023
849,mp-7438,46213.39140207512
850,mp-22957,48030.66278411214
851,mp-22988,38556.31940557626
852,mp-2352,24974.827499074196
853,mp-441,22644.8524195076
854,mp-571222,15071.306836105588
855,mp-5840,75696.03887614059
856,mp-6972,36602.686269783866
857,mp-867193,30322.323983286504
858,mp-8978,70866.7961723869
859,mp-991676,62561.07278763803
860,mp-28650,30830.489104763816
861,mp-641923,68727.61489077439
862,mp-7323,107282.66618846917
863,mp-7604,64050.52512485958
864,mp-7622,135809.27182558586
865,mp-9195,62588.51488491198
866,mp-1986,18337.98099689708
867,mp-5061,117984.95171609557
868,mp-558071,31476.99479763222
869,mp-7449,76525.30695916088
870,mp-568666,75797.49532539044
871,mp-6973,46598.359800392995
872,mp-9143,81232.88185210926
873,mp-10167,63097.647451637924
